Date,Reviews,Username,Stars,Helpful
8-Jun-18,"Good but could be better. Need to be able to add shortcuts to home screen and show how much slower other routes are. It still crashes after an hour of use on my pixel 2 xl. If you go invisible, when you get the oops popup there should be a button to go visible again.",Darren Graham,Rated 4 stars out of five stars,
15-Jun-18,"A perfect user friendly gps. I like the point base system of earning things to unlock items. Very accurate in finding locations, even in overseas locations like Europe (Italy)where certain gps's fail to find exact locations. let alone bring you near the destination. The best feature is the red l...
Full Review",Woo Park,Rated 5 stars out of five stars,
5-Jun-18,"I can't believe this app is so highly rated. It's complete and absolute garbage. Every single action has a server timeout. And that's on wifi. 4G is worse! When(WHEN) it works its cool. But it really requires to much attention to be safe. It does have features that WOULD be great IF they worked!...
Full Review",Chris Bailey,Rated 1 stars out of five stars,
6-Jun-18,"I absolutely LOVE WAZE! It's my favorite gps app hands down. I use it every day. But lately, for the past week or so, it's been taking quite a while to load once I put an address in. Please fix it! I've tried everything I could think of to fix the issue. Nothing works. The last update didnt help.",Brittany Andrews,Rated 4 stars out of five stars,
20-Jun-18,"Update of my review. I guess from reading recent reviews I am not alone! Note 8 here and it wont even download the voice. Will only navigate about 1 mile then app claims to lose gps signal. So I go to google maps and my gps signal is great, but I used to prefer waze over google. Sad; used to be a...
Full Review",Martina Brandt,Rated 1 stars out of five stars,
26-Jun-18,"Was a great app but it has bugs over the weekend for Singapore roads. Was very difficult to report the bug in the app so I turned to this channel. Most of the roads and expressways like CTE, PIE, AYE, KPE should just be narrated as the acronyms but all of these became ""Taxi stand"". Roads like ""T...
Full Review",Tricia Foo,Rated 3 stars out of five stars,1
17-Jun-18,"I tried Waze because it is supposed to give real time information. It is a heavily gamified app that pushes too hard to be a social network. I can ignore the first, but if you opt to be invisible to others, then you cannot upload real time information about the route. I don't see any reason for ...
Full Review",Giannis Moutsinas,Rated 3 stars out of five stars,5
25-Jun-18,"easy to use, nice having real time updates, somewhat of a battery hog, rerouting around traffic seems intermittent at times, no indication on map of compass directions. Now ocial engeneering has made the app less useful. They've deleted turns and it does not route you through residential streets ...
Full Review",Don Mc,Rated 2 stars out of five stars,
28-Jun-18,"i am really dissapointed that the apps honestly crashed. i was on my way to a place using waze,and waze tell me to use the highway so i did it,without noticing the apps crashed and i have to make a long way back to the place i want to be.. using samsung S btw,please fix the crash issue",TAN MCD GAMER,Rated 3 stars out of five stars,1
19-Jun-18,"I have been using this app for over 2 years (2018-now 5 years!!). Love the traffic notes and definitely saved my tires from a few pot holes last winter! The auto reroute is 88% fantastic. Sometimes Waze takes you around the block or through some crazy residential side street which is why I held...
Full Review",Dave Dotson,Rated 4 stars out of five stars,5
29-Jun-18,"It's the best navigation app because it's has realtime input from real-time drivers! I love the road hazard alert!!! Saved me pulling over for tire change with the three other cars on the shoulder! It probably would have saved me a $150 ticket had I used it a month ago! But it saved me over that ...
Full Review",Mike Sawyer,Rated 5 stars out of five stars,
18-Jul-18,"This has GOT to stop! With driving laws as they are about ""no touching your phone while driving"", having ads pop up, whether stopped OR in motion, is begging for a ticket. Any apps going forward should always have a way to completely turn off ads. This is ridiculous! Stop forcing the public to d...
Full Review",Keith Mathews,Rated 1 stars out of five stars,3
4-Jun-18,"I started using this app since Google bought them. I've been using it all the time as it offers great futures and better routes. However this year its been crashing all the time on my S8plus. I have messaged and sent the admin requests to fix, however I didnt hear from them. I hope this not one ...
Full Review",Mustafa Salman,Rated 3 stars out of five stars,
27-Jun-18,"I love this app.. best there is. I wished it only showed which lane to be in at the roundabout as Google maps, As it would really help the new drivers on round. Especially if you are goin to a new place and when the roads are complicated. Rather then that... no changes needed..... love it",simon de souza,Rated 5 stars out of five stars,
21-Jun-18,"Was great, but recently has removed being able to have regular Waze friends. Forces a Facebook link up to get old functionality. Don't have one. Don't want one. So no sharing ETA or routes with family and friends anymore due to this change. Only got for running behind Google maps for speed traps.",M Hale,Rated 3 stars out of five stars,3
15-Jul-18,"Epic fail. Instead of routing around major construction closure, thus lovely app touted me all the way to the end of the 1hr traffic as if it had no idea the road was closed. Google was aware. 90 plus degrees, no AC, in a big block classic car where my shifter was too hot to hold tells me to nev...
Full Review",Mark W,Rated 1 stars out of five stars,
17-Jun-18,"Untill recently this was my go to app to use daily but I've been burned by it to many times. For some reason it never reroutes me if there is bad traffic. Also in the past week I've sat in traffic and Waze doesn't even show there is any traffic. If I close out the app then reopen Waze it then sh...
Full Review",John Keene,Rated 3 stars out of five stars,6
13-Jun-18,"Good app. Especially like that you can record your own voice directions and edit maps. Only drawback is that when I'm near say Walmart, it won't pop up with a little picture, where as a gas station I've never heard of, just pops up. Aside all of that, really good app.",,Rated 4 stars out of five stars,
26-Jun-18,"Waze imo is the second best navagation app after Google maps. I like how it's community based and how people can report where police, cameras, etc are cause its nice to get a heads up. I also really like how it has the speedometer that alerts you when you go over the speed limit (Google maps nee...
Full Review",Ryan Jones,Rated 4 stars out of five stars,1
6-Jun-18,"***Updated Review*** Could be 5 Stars easily if only it provided which side of the street the destination is on! Other than that, perfect navigation app! UPDATE: It now informs, of select places, which side of the street it is on. I understand it can take resources to update them all, so it's a ...
Full Review",David Brann,Rated 4 stars out of five stars,
16-Jun-18,"Used to use Google maps for navigation but found Waze to be much more accurate & up to date with respect to the maps and driving directions. Keep up the good work! Update 6/15/18 Well what can I say, Waze keeps updating their application and it gets better and better! One of the best Navigation ...
Full Review",Michael Anzalone,Rated 5 stars out of five stars,
4-Jun-18,"I use it everyday especially because of the traffic rerouting feature. The carpool feature WAS great for drivers to find riders. The recent update makes finding riders harder - people show up on my rider list even if they're not looking for rides. Riders should start dropping off the list if the...
Full Review",Dax Avelino Tuazon,Rated 5 stars out of five stars,
5-Jun-18,Excellent app for commuters. Displays hidden police and even pot holes. On top of that they've added carpooling so you can help ease the traffic and find someone to travel with (thank God for HOV) Use code HOSS.FVPyp for a free ride!,Fahad Hossain,Rated 5 stars out of five stars,
7-Jun-18,"Love the app, but I'm have an issue with the routing server timing out trying to set a long distance trip. I was able to use it fine one way, but now that I am returning home, it's not working. This is really aggravating as I use this app all the time",XDarkExileX,Rated 4 stars out of five stars,
26-Jun-18,"I love this app so much. I've used so many navigation apps and Waze has to be the best one. It's very fun to use and very accurate. I just wish the points would update more often. I know it doesn't mean anything, but it's very fun to see your scores go up.",Mithona Keng,Rated 5 stars out of five stars,
11-Jun-18,"Would like to see easier interface with Android auto. Some of the features from phone have been altered on Android Auto, don't know where the problem lies (ie altering routes and adding stops) can't find this option! Love Tha app overall!.",TONY LOMBARDO,Rated 4 stars out of five stars,
11-Jun-18,"This was my favorite app for navigation. Mostly, the connection to the server has been terrible and keeps timing out. Route selection lately has been sketchy at best. Finally, points and rank have not been updating for weeks and multiple attempts to contact support have been ignored. Sad!",Kevin Evans,Rated 1 stars out of five stars,
5-Jun-18,Lost my account and all saved addresses after verifying account. I put up with the constant bugs and my repayment is a trash app that verifys something then says it cant. Make sure to have your addresses saved in 3 other places before you bother with this useless app.,Rob Dostie,Rated 1 stars out of five stars,
20-Jun-18,"Is the best of the best of the best NAVEGATOR app. What really shocked out is the this app notify me when there is and object on the ground. Belive or not my first time l heard that l was like ""WHAT"" but l did it. I drove careful and it was a LADDER on my way. That was scare. I ADORE THIS APP.",Gloria gonzalez,Rated 5 stars out of five stars,1
26-Jun-18,"Postcode for my home address is located in wrong place. Google maps is fine for the same post code. Then twice in a week Waze sent me into a traffic jam that took 45 minutes to get out from. Google maps showed a different route avoiding the congestion. Sorry but not using this app. It's just not ...
Full Review",A Google user,Rated 1 stars out of five stars,
5-Jun-18,"When I am blind drunk behind the wheel, I can avoid breath testing and police detection. I know it's selfish but hey I'm willing to risk killing other innocent people if it means I get home on time and keep my licence. You rock Waze.",James Nguyen,Rated 5 stars out of five stars,
21-Jun-18,"Absolutely LOVE this app and use it anytime I drive somewhere. My only issue is that twice now I've needed to sign back into my existing account and on both occasions it tells me the account is ""lost in the stratosphere"". I've had to create new accounts each time. Very frustrating considering I ...
Full Review",Emily Price,Rated 4 stars out of five stars,
29-Jun-18,"So this really is the best navigation app on the market right now. However it's missing something it used to have that helped me so much, that I miss. Therefore I deducted a star until they bring it back. It used to notify you of which lane you need to be in for certain turns. There's a few round...
Full Review",Kayla Bear,Rated 4 stars out of five stars,
24-Jun-18,"I like the new ""power saving"" feature. It would be nice if we could set ""for this drive"" power saving from the map view. Waze goes to sleep if I turn off the display. On my old phone it would keep running, voice alerts, etc.",John Rezabek,Rated 4 stars out of five stars,1
23-Jun-18,"Used to be a great app. With the update 2 months ago it has gone down hill. I lost 150,000 points out of the blue. Customer service is unresponsive. With the update, you can't see points of your friends. Now, it is just worthless app that runs ads.",Mar lon,Rated 1 stars out of five stars,2
9-Jun-18,"Inconvenient, every time I attempt to use the server times out. It shows construction, cops etc but can never give directions and when I'm in need of alternative routes it always disappoints. It's not my phone or service. So I always go back to another GPS service as it never disappoints.",Tee Dee,Rated 1 stars out of five stars,
5-Jun-18,"Great app with great features BUT you lose all history when you swap phones. It needs a better login system that works correctly and saves milestones. Hate the thought of starting over, probably won't be as active with the app this time.",Garry Venman,Rated 4 stars out of five stars,
3-Jun-18,"What stinks about this app is if you change phones you lose your registered account, and after 2 phones later within a couple years your really screwed. Fix it! When you're registered your account stays active NO MATTER WHAT!!!",Jon B,Rated 1 stars out of five stars,
5-Jun-18,"Looks like a great app, can even link spotify which is a great touch. Only issue is the GPS system doesn't work on my phone it always says no GPS reception but there is on Google maps and other apps.",A Google user,Rated 3 stars out of five stars,
9-Jun-18,"This app has gone downhill recently. Taking me on bizarre routes, failing to start navigation, and I've had to pull over to turn the voice feature off because it kept activating for no reason. Recently I had problems with basic friend and remote viewing features. For such an established app this ...
Full Review",A Google user,Rated 1 stars out of five stars,
17-Jun-18,I wuld give it a 5  if wasnt stuck during or when incoming phone coming in. And spotify start from nowhere Update 17.june 18 app still crush with in a phone call. It's very very dangerous. You can lose your license or your life over it.,A Google user,Rated 1 stars out of five stars,
3-Jun-18,"Never leave home without it! Update (6/3)Since the update a few update ago, I lost all my contacts and unable to add anyone ans sould not have to use Facebook to add anyone! When you or someone sends an eta you see the route but not the person. Needs to be addressed/fixed.",Jason Beaman,Rated 2 stars out of five stars,
19-Jun-18,"Awesome Apps! Only draw back, it must have Data connection. We travel alot not every place has cell connection and you add heavy thunderstorm there is No connection. Android apps to vehicle means nothing. We were blind for 45mins in an unfamiliar area with a extremely heavy/lightning/wind",Dave Mai,Rated 5 stars out of five stars,
17-Jun-18,"Syncing with contacts is messed up. Syncs only with some of FB contacts, but no phone contacts. As a result, my wife is no longer on my friend list & vice versa. Bury the carpool option, please don't place the button where I'm going to bump it with my finger easily. It's a neat concept, but it d...
Full Review",Todd Ware,Rated 3 stars out of five stars,2
20-Jun-18,Stupid app after years using it changing to a new phone the account wont retrieve my favorites nor my directions stored what a waste of my time. Ohh that's right microsoft bought it. That would explain it.,A Google user,Rated 1 stars out of five stars,
3-Jun-18,"Has 2 negatives that need attention. First is if you reset your phone (or replace it) kiss your history goodbye. No logging back in, the process is dysfunctional. Second is that drivers notify you about cars on side of road to the point of lunacy. They get points for that and you get inundated wi...
Full Review",Jennifer Fordham,Rated 3 stars out of five stars,
8-Jun-18,"App keeps getting WORSE. Unnecessary turns, wrong directions based on Google Maps which also sucks. Please make this app SMARTER. Voice function is also not good. Traffic alerts are only good feature. Ads block map, directions. Sends you to freeway even when it will take more time, distance. I d...
Full Review",M. Drake,Rated 2 stars out of five stars,
13-Jun-18,"Used to work seamlessly.. Now I'm forced to use Google maps bc waze keeps crashing, getting stuck, or a blank map screen and just plain old won't work. Please fix!",Laureen M.,Rated 2 stars out of five stars,
17-Jun-18,"There need to be options to manually force reroute Waze besides missing the route entirely (because Waze can still take too long to choose a new route, putting me in precarious spots depending on where I am). It also keeps sending me on relatively dangerous left turns in spite of recent updates, whi...
Full Review",Jessica Cantlope,Rated 4 stars out of five stars,
15-Jun-18,"This app used to be my favorite navigation tool. However, recent updates have made it so if I take a phone call on my Samsung Note 5 it freezes and I have to restart my entire phone in order to close the app. Please let me know if there is a fix.",Ryan Dwyer,Rated 1 stars out of five stars,
20-Jun-18,"I'm going to deactivate this app due to my disappointment lately. The GPS signal shuts off, it reroutes me Into traffic, I choose a route Without Tolls and I find myself paying more than one toll, the voice doesn't work when it should. I was very Happy with this app before and now it's a Total D...
Full Review",Iris Lopez,Rated 2 stars out of five stars,
21-Jun-18,"A friend recommended this app to help save time on a drive. I use it to drive home from work and everytime I try it it's sticks me in the worst construction traffic and wait until I'm stuck in it to tell me that my ETA has been updated. I thought this app was supposed to help me avoid things lik...
Full Review",William Hiers,Rated 1 stars out of five stars,
9-Jun-18,Somethings needs to be improve such let the driver know if his/hers car can take some roads. Take in consideration that many people does not know the stage of the road.,Wilberth Espinoza,Rated 4 stars out of five stars,
20-Jun-18,"A life saver. I never drive without it now, it's like putting my seat belt on. Helps avoid everything bad about roads. Alerts me to potholes, police, traffic jams and most importantly Speed camera...",Michael Thompson,Rated 5 stars out of five stars,
8-Jun-18,Totally fail after updated. What the Fcuk of this. Totally bring to the Jam road. Time keep delay and delay. Fcuk apps. Time and location cannot follow. Follow myself route faster then follow this apps. At first say 40min will reach but 120mins just reach.,A Google user,Rated 1 stars out of five stars,
24-Jun-18,"I used to absolutely love this app, now it's terrible. It gives the most awkward routes, I end up having to go in the general direction I know is faster and let Waze reroute. Also, it takes FOREVER for the app to even bring up the navigation; it just circles and says searching for the best route...
Full Review",Chasity Pleasant,Rated 2 stars out of five stars,1
26-Jun-18,"How about a feature to report trains or active school zones? It will say that it can't find a network when I'm connected to a network, or no GPS when my Google maps works fine. Other than that, it works great.",Richard Pluhar,Rated 4 stars out of five stars,
23-Jun-18,"I used to love you Waze. I had you with me for every drive. I told all my friends about you. I loved reporting hazards to warn my fellow Wazers. But it's all over now. I tried to share my route, but where did my friends go? No friends? This must be some mistake! But alas, if you don't sign into ...
Full Review",Michelle Rogers,Rated 3 stars out of five stars,
16-Jun-18,"Wade. This app is getting from bad to worst. Now don't even bring you to the exact location. Even asked me to go into Johor Bahru and make a big turn and back to Singapore for that location!!!! It was used to be perfect but after these recent updates, get worst. Please fixed this if not... lots ...
Full Review",tham kok wing,Rated 3 stars out of five stars,
11-Jun-18,"Recently stopped working completely, claims it's connecting to GPS but it won't go further than that. I never get the route or anything it just doesn't work. That sucks because I looooved this app but it looks like I'm going to have to switch back to Google Maps or something.",Jade Jackson,Rated 1 stars out of five stars,
9-Jul-18,Great app. I have used before on other phones. But crashes Android Auto in my VW Tiguan. Leaves a blank screen. Can't even switch to Google maps. But maybe not the fault of Waze. Hope for a fix at some point. Then I will use again,Paul D,Rated 4 stars out of five stars,
20-Jun-18,"*UPDATE* I used to love the app but friends, sending/viewing ETA, and friend collaboration is broken. Forced to use Facebook... Great crowd sourced GPS software. As real time as you can get for traffic conditions and spotting cops.",Tim Lengert,Rated 2 stars out of five stars,1
17-Jun-18,Don't leave home without it! Except when you change your phone and they cannot find your account and the password recovery actually fonds your account. but they can't verify it's you.... as it's lost in the stratosphere. Very disappointed.,Bella G,Rated 3 stars out of five stars,
3-Jun-18,"Hate it's interface with android auto. When it does have me moving it will only face north and not the direction I'm traveling. On top of that it usually has my actual location off by like 500 feet, so it's constantly rerouting me even though I'm still on the correct road.",Caleb Oyler,Rated 1 stars out of five stars,
6-Jun-18,In desperate need for a popup window like GMaps has so you can still view the map when you minimize the app. Also it should app help you make this app the default map. We need more female voices with street names included.,Jorge Cobos,Rated 3 stars out of five stars,
16-Jun-18,"I use the app in an over sized commercial vehicle. I would be great if I could program in my vehicles governed maximum speed and height restrictions. It's no fun being led down a narrow two-lane road only to find a bridge that's 70cm too short to fit under, with no place to turn around... The sp...
Full Review",Mark Lade,Rated 5 stars out of five stars,4
16-Jun-18,"Useless as can only be used with active Internet connection. A lot of potential users, including me, do not have that luxury especially when driving. Older versions would work to give map guidance without Internet I am now uninstalling.",A Google user,Rated 1 stars out of five stars,
1-Jul-18,"This app kills Google maps. It is way faster than Google maps (which always made my phone freeze), alerts you if there is an object in the middle of the road, of there is a car stopped on the shoulder on the highway, etc. It is ridiculously amazing. Definitely worth switching over from Google map...
Full Review",josip petri,Rated 5 stars out of five stars,
3-Jun-18,"Beats Google Maps! I use it every time I drive. Lost a star since merger with Google Maps. Suggestion: please go back to only or first showing me my friends who use Waze when I want to share my drive. So annoying to have all my contacts appear and have to type the full name to find the fellow Waz...
Full Review",Kathy Wall,Rated 3 stars out of five stars,
4-Jun-18,I used to swear by this app until a few months ago. This app now losses gps signal everytime i use it. I know it's not my phone since I use Google maps and it works fine. We had some good times together Waze..,Mike Salazar,Rated 2 stars out of five stars,
5-Aug-18,"I've used this daily for years, but today it gets uninstalled. The most useful feature was its traffic knowledge and rerouting capabilities. It seems to have stopped rerouting around standstill traffic and accidents. It knows about them and shows on the map correctly, but no heads up or reroutin...
Full Review",Geary Epperson,Rated 2 stars out of five stars,1
18-Jun-18,"What happened to this app? It doesn't pick up the event location from calendar anymore (previously worked fine). I've tried to use in-app help form, but it's not possible to submit either (screenshot attachment is required, but when attached, still says no file...). It's a pity, used to be a goo...
Full Review",A Google user,Rated 2 stars out of five stars,
5-Jun-18,"It's a tad slower with refresh rate than GMap. It's difficult sometimes to use this when the app cannot distinguish between you driving on Express vs collectors Highway. So if you didn't pay attention and didn't get on/off Express, then app won't know you're in Express unless the express and col...
Full Review",Tim Park,Rated 3 stars out of five stars,
4-Jun-18,The maps are outdated. This app has made me late and has gotten me lost more often than I'd like. It also gives the most bizarre routes to get to the destination.,A Google user,Rated 1 stars out of five stars,
7-Jul-18,Only used a few weeks but on holiday in London recently Waze assisted me through horrendous traffic jams by rerouting. Love it. Saves so much time sitting in traffic jams.,Jack Mchugh,Rated 5 stars out of five stars,
19-Jun-18,"OMG, try to edit a map. Waze wanted info from me that they could've gotten off the internet. Google Map itI travel 50 miles to see my dad every week. I know how to get there but I pull up a map every time. I want to know where there are accidents or hidden police.",Jeanne M,Rated 3 stars out of five stars,
11-Jun-18,"Since updating last week, I can't enter any new destination. It just gives me an error message. Plus, friends' locations and arrival times are not accurate. Sidh i could undo the update...the old version was 5 star.",Kelly H,Rated 2 stars out of five stars,
8-Jun-18,"This used to be an awesome app. Then they upgraded it to the point of near uselessness. The insistence on promoting HOV lanes leads it to ignore far better routes. I cannot use carpool lanes, given the nature of my work. Worse, I live in a rural area. The route algorithm tries to lead me many mi...
Full Review",David Coburn,Rated 2 stars out of five stars,
3-Jun-18,"Extremely buggy as of late. Won't update points, won't show friends list, won't show drives ETAs that are sent to me. Please fix sooner rather than later. I rely on this app and drive alot. When it's not working, it's extremely frustrating.",Jared Reed,Rated 2 stars out of five stars,
17-Jun-18,"It is a useful app for planning drives and finding unfamiliar destinations. I use it a lot when driving. Earning points and providing photos of places and editing maps gives me the motivation to contribute. However, I have been blocked from adding photos and editing maps. Apparently I was flagged...
Full Review",Ahmad Khairi Wahab,Rated 3 stars out of five stars,
14-Jun-18,"Love the alerts of accidents, police, etc. However, sometimes it won't start up. I take road trips often and Waze shuts down at least twice in a 6 hour trip. Also I wish it worked in split screen mode so can use Waze and a music app simultaneously.",TiffanyJoy M,Rated 3 stars out of five stars,
6-Jun-18,"Very glitchy. Keeps hanging, crashing! Not that I am impatient. This is really the kind of app that people rely on. And while driving this can be dangerous. Stick to Google Maps, another problem Waze doesn't show lanes like Google. 3 or 4 lanes splitting, Waze just shows left or right. It is cro...
Full Review",Asef Karim,Rated 2 stars out of five stars,
11-Jun-18,"This app as of recent updates just decides whether it wants to work or not now. Plug in a route, gets stuck on calculating and just idles. Lots of crashes lately. Bummer, because it was a great app.",A Google user,Rated 1 stars out of five stars,
15-Jun-18,"Generally good but really needs to show ETA of normal route vs detour, I sometimes ignore it to find the ETA reducing and odd times it was correct to suggest detour, if it showed both it would be easier to decide. Also needs to integrate with Google places and the search often fails with a full ...
Full Review",John Williams,Rated 4 stars out of five stars,
25-Jun-18,"Had good features and I like the community. But until they can tell you which side of the road somethings on its worthless. It also has a very hard time figuring out which direction you're going when you first start leading to numerous errors and recalculation is ungodly. Sometimes my location is...
Full Review",D S,Rated 1 stars out of five stars,
8-Jun-18,"Well let me start with saying I love this app I drive alot for work and it has helped me out in saying that though I have had a few little experiences that it has lost points on. First one is Lane support it doesn't tell you the lane you need to be in and is rather annoying. Second is it has cras...
Full Review",Sam Wilson,Rated 3 stars out of five stars,
25-Jun-18,5 stars till recently. Voice prompt is not working properly. It take long time for the gps to connect and frequently searching for gps. Please fix it and i will rate back 5 stars. Many drivers are encountering this problem.,vince low,Rated 2 stars out of five stars,2
3-Jun-18,"This application is an essential part of your driver's toolbox but it lacks a lot of basic functions. It is 2018, right? What about user POIs, web interface to plan routes in advance, trips with multiple stops and so on?",Radek Svoboda,Rated 3 stars out of five stars,
22-Jun-18,"Almost perfect, really have no intention of riding or driving others. You are wasting screen space that cold be used for something else. Take that out and I bet many people will be happy otherwise it is tinder for passengers",Jeff Carr,Rated 3 stars out of five stars,1
26-Jun-18,"Great system! Allows people to allert drivers of all sorts of things on the road including traffic and hazards, cars stoped on the shoulder, red light cameras, and even hidden police. A good app to use even if you know the way.",A Google user,Rated 5 stars out of five stars,
17-Jun-18,"I always used HereMaps until my girlfriend showed me Waze, I love the app right now. Spotify connects great with it as well. Currently I have got an issue adding friends and connecting Facebook, regardless of that, 5/5 app.",Lars Cozijnsen,Rated 5 stars out of five stars,
17-Jun-18,"This app is very nice as long as you have a good network connection. When you end up in a radio silent area or like me travel to counties where data is ridiculous expensive, Waze is not for you. Without connection the app freezes and crashes.",Rob Verseijden,Rated 2 stars out of five stars,
3-Jun-18,"1 of the best satnavs around, would prefer to be able to donate something for it, or at least have something extra for people that give a donation. This app is too good to be free. To the people that have nothing better to do but complain, this app is FREE there are no navigation apps this good ...
Full Review",Pete Smith,Rated 5 stars out of five stars,3
4-Jun-18,"I am a Lyft driver, and it seems with every update the app gets worse. I now have to close and reopen just to get it to load the damn route, and half the time it doesn't find where i am till I'm halfway down the wrong road, which in downtown Denver can be DANGEROUS and down right INFURIATING. Fi...
Full Review",Ryan Deasy,Rated 3 stars out of five stars,
15-Jun-18,Current update has broken my app. It will not load the map and just showed a black screen. The turn by turn still works. Have cleared cache and reinstalled app multiple times.,Joshua Cobine-Lemaster,Rated 2 stars out of five stars,1
5-Jul-18,"Used to love using this app. I don't know how many times I have to tell it I don't want to carpool before it stops asking me every time I open it. Clunky interface with having to confirm I am a passenger even when my vehicle ISN'T in motion. Going back to Maps since it has an overlay that sits o...
Full Review",Derek Moore,Rated 1 stars out of five stars,
16-Jun-18,"Overall this app gets you from point a to point b without too much hassle. Recently I was given directions that were incorrect, including to a long established hotel in Myrtle Beach SC and being routed in a circle(!) Overall the directions are accurate 99% of the time. Many times it gave multipl...
Full Review",Craig Wilson,Rated 4 stars out of five stars,1
14-Jun-18,It used to be great and I have used it for many years but after the last update I have a hard time getting GPS to lock in. I just did a trip and it sent me in the wrong direction twice. One time it tried to send me in a wrong direction but I knew it was wrong. Please fix.,Aaron Adams,Rated 3 stars out of five stars,2
19-Jun-18,Im not using this app a long time..just used few times and i really enjoy ! Hence this app need some improvements ( 1 option for reroute to avoid police 2. to inform about any payable roads as ex : Congestion charge in London and help you avoid if you want to !,Victor Dodi,Rated 5 stars out of five stars,
6-Jun-18,"I LOVE this app! Only wish that it would automatically change my route to the fastest ETA when I change my route in the middle of the drive... Like when I know there is a faster way than the way the directions are taking me and other shortcuts especially at Peak traffic times... But I absolutely ...
Full Review",Chonda Irvin,Rated 5 stars out of five stars,
22-Jun-18,Goodbye google c**p maps. No more getting me lost. This takes me right where I need to go. The warnings are Fantastic. Right where the police had radar setup and warnings for even potholes and stalled vehicles. I love this app!!!,N. V.,Rated 5 stars out of five stars,
22-Jun-18,I love this app. I like how you can report a problem or hazard on the road and also can correct it if the hazard has moved or been removed. It's a great app. I also love the speedometer feature! Thank you Waze for helping me avoid traffic and hazards along my trips. :),Ash Faron,Rated 5 stars out of five stars,
21-Jun-18,"I loved this app, and I want to see it make money. BUT popup ads that freeze up the app while they load offering to navigate me away to a store to buy gum or glasses ruins it. Bye Waze. Update: 1 year layer it's become completely unusable. It's a carpool app now and forces you to setup a profile...
Full Review",Tom B.,Rated 1 stars out of five stars,2
21-Jun-18,Still needs to enhance maps. Most recent update is causing strange directional errors with adding a voice saying Google into the upcoming exit instructions. Also looses network connection and crashes even when it great network coverage areas requiring me to restart phone.,Michael ONeill,Rated 3 stars out of five stars,
14-Jun-18,"New updates totally screwed up the app. I love this app, but I've been trying to use it and it can't find my GPS. Tried it on 3 different phones, so I know it's not just mine. PLEASE FIX!!!!",Michele Gastreich,Rated 1 stars out of five stars,1
15-Jun-18,This app gets more unreliable each time I try it!!! Voice turns are frequently too late or shift immediately from a left to right turn. Voice notification on I4 Orlando is too frequently too late! Hazard and police notifications are the only advantage.,Dorian A,Rated 1 stars out of five stars,
8-Jun-18,This app got me late to work many times. The arrival prediction does not take increase in traffic and traffic light stops in consideration.,Jason David,Rated 1 stars out of five stars,
22-Jul-18,"Thing is great for 1 direction drives. Awful for navigation through multiple directions and it doesn't seem to know where you are via location gps leading to incorrect or uninformed turns which will make you take longer routes and worng direction turns. Don't trust that it will take the shortest...
Full Review",Luke Arcovio,Rated 1 stars out of five stars,
12-Jun-18,"This app was really great until updates really messed it up about 2 months ago. I can no longer share a drive with anyone who is not on Facebook or even add them to my Friends list even though I granted Waze access to my contacts. Waze only sends text messages to people who are not on Facebook. ...
Full Review",Luke Funfar,Rated 3 stars out of five stars,
28-Jun-18,"Thank U!!! Outstanding concept. People helping ppl. Love it! This app has seriously saved my butt from multiple tickets, and getting stuck in traffic. It's a Must Try! It's been spot on. Again a Big Thank You!!! Genius idea",Carrie Lincoln,Rated 5 stars out of five stars,
23-Jun-18,"Great app for traffic, I am on the road all week and this is what I use daily. The only negative I gotta say about it, IT WILL BURN YOUR PHONE SCREEN. I have burned the screen on 2 phones so far. Even when dimmed it still burns the bottom bar and round icon on the right side. Please fix these op...
Full Review",lucy leon,Rated 5 stars out of five stars,
26-Jun-18,"I love Waze, but now I cannot see friend icons when they send me their eta. For example, when my spouse is on his way home, he sends me his eta, so that I can see when he'll be home. I get his notification, but I can't see where he is on his way home. It always tells me he'll be home at that mom...
Full Review",L M,Rated 4 stars out of five stars,
1-Jul-18,"I have a bad time until a version updated before 27th June. Pls fix on the phones contacts, Waze friends, GPS issue and to stop navigation hv to press 2 buttons. When cancelling add-on stop and whole trip have to cancel. Can we work something new here?",f e l i c i a c,Rated 2 stars out of five stars,
20-Jun-18,Its a wonderful app if you need gps for yourself. But as an Uber driver it sucks. It doesn't tell you where your end destination is and it constantly sends me to the alley of the persons address instead of in front of their house. Sad because I really like the app but I can't use it.,beth wise,Rated 2 stars out of five stars,
13-Jun-18,"Great, up to date maps. Love the social features. More than just traffic, you can report police, pot holes, pretty much anything you would see on the road. I'd give it 5 stars if it worked with Android Auto in my phone.",Lee Waters,Rated 4 stars out of five stars,2
3-Jun-18,"I really wanted to like this app, however I sometimes find the routing a bit silly. For example, if I want to get to Worcester I know of two ways to get there. If I try to take one way and Waze thinks I should be going the other way, it will try to get me back onto the route it's decided on rega...
Full Review",Ryan Edwards,Rated 3 stars out of five stars,
13-Jun-18,"Pros: Detects hazards, police, traffic, accidents, and animals. Let's you set planned drives. Has fun driving points. Let's you record your own directions. Cons: Directions are too sudden for example when you need to turn right it tells you when it's too late.",A Google user,Rated 4 stars out of five stars,
14-Jun-18,"This is my favorite navigation app. I only wish that it would add two things: 1) When it starts a new route, tell me which direction I'm going, like ""towards Avon St"", 2) When I'm arriving at my destination, tell me if it's on the left or right, so I'll know which lane to get in.",Holly Morrisey,Rated 4 stars out of five stars,
