Date,Reviews,Username,Stars,Helpful
3-Aug-18,i can't see any reviews and rating from any places,this is Natashaaa,Rated 3 stars out of five stars,1
3-Aug-18,Works great. I use it for 'My Timeline' all the time. (Would like if it was more precise in knowing when I stop&go.) Directions are clear & easy to follow.,Tommy Tichy,Rated 5 stars out of five stars,
2-Aug-18,It was fine for about a week but now it won't load. It'll have places I've favorites and my location dot but not roads so it's useless.,Liz Whitwick,Rated 1 stars out of five stars,
2-Aug-18,"According to my experience in using GPS, I got benefits from using this app when I moved from a city located in the far West in my country to the far East around 1300 KM. Although it charges, but it is so cheap.",  ,Rated 5 stars out of five stars,
3-Aug-18,Not able to upload original documents. It showing error.,RAJESH PUJAPANDA,Rated 2 stars out of five stars,
3-Aug-18,"No matter what I do, the app won't connect to the internet anymore. Will update my review when this is fixed as there is no other way to report this",Mattiou,Rated 5 stars out of five stars,
7-Aug-18,Getting to many time to get current location and many off the time when I'm home but it's shows my work area location can't find my location please fix this...,Sagar k Sweety,Rated 1 stars out of five stars,
6-Aug-18,Navigation doesn't work on Xperia Z2 now?,A Google user,Rated 5 stars out of five stars,
3-Aug-18,it's super laggy on my samsung galaxy note 5,Muhammad Farhan,Rated 1 stars out of five stars,
6-Aug-18,Metra stop LLC jimmy mummert 1995 -1996 to current now when unlimited MetroPCS authorized corporate headquarters store and phone provider carriers and services,Metro stop LLC,Rated 5 stars out of five stars,
4-Aug-18,Not working properly in my handset mi A1,sayantan's click,Rated 5 stars out of five stars,
1-Aug-18,New update has made the app really slow,Brett Owens,Rated 3 stars out of five stars,
6-Aug-18,Not sure all time and follow long route,Vivek Kumar,Rated 2 stars out of five stars,
2-Aug-18,Google map lacking and no voice guiding in cambodia,Apisit Kitsadanantarak,Rated 4 stars out of five stars,
2-Aug-18,"I am using this app as a local guide in Myanmar and I like it,but now we(local guides ) cannot add new places .",Saw Aye,Rated 5 stars out of five stars,
1-Aug-18,"Just dropped Google maps down from 5 stars to 2 stars, it's started to use far to much data which has been happening over a 2 month period, used yesterday 400mb on a 20 minute journey, tried all the settings and still the same, need a fix or going back to my TomTom. Phone is Samsung 9 edge pleas...
Full Review",Paul Wilson,Rated 5 stars out of five stars,
5-Aug-18,"The more you zoom in to read items like freeway exit numbers, the smaller the numbers get. Who at Google thinks that makes sense?",A Google user,Rated 1 stars out of five stars,
31-Jul-18,"I am in love with the map. My job is like traveling, so the map is Handy for discovering hotel, restaurant ATM etc. One must use it",Mohammad Adil,Rated 4 stars out of five stars,
5-Aug-18,Keeps asking to activate body sensors. Terribly annoying.,A Google user,Rated 1 stars out of five stars,
4-Aug-18,Doesnt work anymore .. Screen stays grey,Joost Vercruysse,Rated 2 stars out of five stars,
5-Aug-18,"i did try many map and this is the best ,easy to find where i wand but no speed limit thet i need.",Alan Goh,Rated 3 stars out of five stars,
6-Aug-18,"Worst app, can't find present location",Santosh Bhumare,Rated 1 stars out of five stars,
2-Aug-18,Useless. There are no street names on the map.,Don McLeod,Rated 1 stars out of five stars,
1-Aug-18,"When the program works, it works well. Most of the time I'm fighting the apps functionality instead of getting where I need to go.",K S,Rated 1 stars out of five stars,
5-Aug-18,Navigation has stopped showing live location.,SSJ hithesh,Rated 1 stars out of five stars,
5-Aug-18,Good but why can't it play voice through Bluetooth as a voice call like on the I phone or choose manually between night or day mode?,A Google user,Rated 4 stars out of five stars,
6-Aug-18,Many time don't showing correct address,amit rathod,Rated 2 stars out of five stars,
2-Aug-18,"Buatlah view yg mudah dimengerti saat mencari suatu lokasi seperti menggunakan perangkat GPS mobil, jalan didepan sebaiknya selalu di layar bagian atas agar mudah mengetahui untuk selanjutnya belok kiri atau kanan. Jadi tidak perlu mem bolak-balik smartphone seperti membawa map kertas. Developer...
Full Review",de,Rated 1 stars out of five stars,
3-Aug-18,Newer updates make app hard to use,April Carter,Rated 2 stars out of five stars,
2-Aug-18,My biggest problem is the inaccurate bus stops,jay stars,Rated 3 stars out of five stars,
31-Jul-18,Excellent app. Helped me alot over the last 5 years.,A Google user,Rated 5 stars out of five stars,2
2-Aug-18,"thank you so much for this app, i always use it whenever i go to any place its so helpfull and easy to use and it even work offline",A Google user,Rated 5 stars out of five stars,
31-Jul-18,Ive used this app to get me to various destinations over the years,Joan Harvey,Rated 5 stars out of five stars,5
5-Aug-18,Wish you could include truck specific routing. Why for the same exact routing as my GPS is there a 9 mile difference?,A Google user,Rated 4 stars out of five stars,
31-Jul-18,it is easy to use and help a lot to get exact directions but some time it make confused at some locations .,sumit madnani,Rated 4 stars out of five stars,
2-Aug-18,While traveling to another place. Some times it shows our exact location wrong place,hari harinathreddy,Rated 4 stars out of five stars,
4-Aug-18,Top 5 Use less app in thi world hated it ,A Google user,Rated 5 stars out of five stars,
6-Aug-18,"Now featured with Lagging, Hanging, Force-closing.. whyyyyyy???",Aldela B,Rated 1 stars out of five stars,
3-Aug-18,This update is fully blank like hated app,A Google user,Rated 1 stars out of five stars,
2-Aug-18,Lags horribly on Essential PH-1,Stephen Lowe,Rated 1 stars out of five stars,
1-Aug-18,Thank you for the screen burn in!!,William Carroll,Rated 1 stars out of five stars,
4-Aug-18,"I Often Use This App When I Go Somewhere, This App Is Hopefull Best App, Thank You GooGle For Help Me.",Sarwech Imdad,Rated 5 stars out of five stars,
1-Aug-18,The older app was quiet Good On navigation,Alan sf,Rated 1 stars out of five stars,3
3-Aug-18,"After new update it won't load details on businesses. It will however load terrain, satellite view, and traffic. Sam S9",Rosendo Rodriguez,Rated 1 stars out of five stars,
5-Aug-18,In Lenovo k8 note it's keeps on crashing....,thiyaga rajan.S.,Rated 1 stars out of five stars,
4-Aug-18,Not accurate. Have wrong direction,John Tudor,Rated 3 stars out of five stars,
2-Aug-18,I am very satisfied with this app but sometimes it make very disturbed my mind by hanging in network,A Google user,Rated 4 stars out of five stars,
3-Aug-18,"Cannot load info for any location, showed as ""Can't connect"" even with Internet connection",Wei Gian Khor,Rated 2 stars out of five stars,1
2-Aug-18,"It was not working before. But, since the new update it has been amazingly accurate. Nice job! ",Dianna Garcia,Rated 5 stars out of five stars,
1-Aug-18,I love this app. I wish there was a Trucking section on this app then we would be an all around application. Yes 18 wheelers portion.,Ronald Lucas,Rated 4 stars out of five stars,
5-Aug-18,"There's no options for Jakarta traffic even-odd on route option, please fixed. Thank you.",Fidelis Jannuar Chendana,Rated 5 stars out of five stars,
6-Aug-18,"I use it everywhere, every time. It helps me but some time it seen me rong place and rong road. Thanks for helps me. I like it.",Rashedul Hoque,Rated 4 stars out of five stars,
3-Aug-18,"Saved my time and energy in many occasions. Now i wanna explore more places, Google map with me..",A Google user,Rated 5 stars out of five stars,
4-Aug-18,"Navigation not working well, sometimes it shows right turn in map and voice says right turn and vice versa.",Omprakash Thakur,Rated 2 stars out of five stars,
31-Jul-18,Life changing for ppl who are not informed of their location,A Google user,Rated 5 stars out of five stars,3
7-Aug-18,Google maps should allow users to download offline map of a whole state rather than a particular area only.,Aditya Sonar,Rated 3 stars out of five stars,
7-Aug-18,Goodness gracious and the things you've done it before and the rest will follow any other people to do what,A Google user,Rated 5 stars out of five stars,
4-Aug-18,"Pake rambu"" lalu lintas gan... Kaya tanjakan .atw jalan sempit ada rambu nya..biar gak nyasar..",Anto Cahyo,Rated 5 stars out of five stars,
3-Aug-18,Inaccurate!! I thought it worked off of satellites!!,Troy Anthony,Rated 1 stars out of five stars,
6-Aug-18,What is this ads ? When iam going to press direction it will showing to open car booking app,A Google user,Rated 2 stars out of five stars,
5-Aug-18,It is showing wrong location of me,THANIKONDA RAMABRAHMAM,Rated 1 stars out of five stars,
3-Aug-18,Stopped working after recent update,Naomi Allen,Rated 1 stars out of five stars,
2-Aug-18,Not fully accessible with talkback app,Peerzada Syed Abdul Rehman Hashmi [Attorney At Law],Rated 4 stars out of five stars,
4-Aug-18,This app is not working properly,kumar swamy,Rated 1 stars out of five stars,
6-Aug-18,"Marathi voice language add & Sometimes no entry road map not manation, one way road etc.",Yogesh Shedge,Rated 1 stars out of five stars,
2-Aug-18,it was my choice app before. i dunno whats going on but it randomly activates by itself after update.,jcm engineer,Rated 1 stars out of five stars,
7-Aug-18,after update it stop responding..,Manish Regar,Rated 1 stars out of five stars,
5-Aug-18,Maps is not at all working. i am using oneplus5 and maps which was working before the past 3 updates is not working now..,Satheesh J.M.,Rated 1 stars out of five stars,
5-Aug-18,I use this app all the time and it is brilliant. Amazing to have such a reliable GPS for free on my phone. Love it,chocolate mousse,Rated 5 stars out of five stars,
3-Aug-18,"Keeps asking me eveey time I star the app if I want to enable location. NO, I F****** DON'T.",Juanfran Garcia,Rated 1 stars out of five stars,
1-Aug-18,Some Time gps problem ..,A Google user,Rated 4 stars out of five stars,1
3-Aug-18,Doesn't work when you need it,Burt Leo Stengl,Rated 1 stars out of five stars,
2-Aug-18,            ,Mohamad Ramezani,Rated 1 stars out of five stars,
2-Aug-18,It loads toooo slow.,A Google user,Rated 1 stars out of five stars,
2-Aug-18,Google always.. On the way to improve.. Hope will enjoy more features in the coming days... All the Best....  ,Neeraj Sharma,Rated 5 stars out of five stars,
4-Aug-18,"No entey ,one way issues and maps showing road where car cant go issues are still there in kolkata",Barsha Jana,Rated 4 stars out of five stars,
3-Aug-18,earlier we could have selected the places easily if we put the starting location option as 'choose from map'...,deepak p,Rated 1 stars out of five stars,
2-Aug-18,Its a good but somd time we cant found the perfect location,A Google user,Rated 5 stars out of five stars,
7-Aug-18,Good App!,mansor nanyan,Rated 5 stars out of five stars,2
3-Aug-18,"I think it works very well, and it's really helpful in all directions.But that's just me. E lost.",Jesse Kalama,Rated 4 stars out of five stars,
3-Aug-18,"What a piece of trash, reroute better mate.",RandyTheNiceBum,Rated 1 stars out of five stars,
3-Aug-18,Tidak tersedia opsi rute ganjil genap pada google maps saya,Rhara Farah,Rated 1 stars out of five stars,
2-Aug-18,Need to improve more like shortcut routes for bike riders and location with images,savarala devaraj,Rated 3 stars out of five stars,
3-Aug-18,Why you not adding street which is existing more than 2 years,Mika L,Rated 1 stars out of five stars,
1-Aug-18,It has made any place reachable by anyone!!,vikas verma,Rated 5 stars out of five stars,1
31-Jul-18,Shuold have more ofline features,dhananjay srivastava,Rated 4 stars out of five stars,4
7-Aug-18,"With the new update, it isuch harder to compare train travel times.",Reina C,Rated 1 stars out of five stars,
1-Aug-18,Slow as dirt on s7 oreo,wes patton,Rated 2 stars out of five stars,
4-Aug-18,Crashes with error1181 all time,A Google user,Rated 1 stars out of five stars,
1-Aug-18,Every time not good,A Google user,Rated 5 stars out of five stars,
2-Aug-18,Very Useful!!!,A Google user,Rated 5 stars out of five stars,1
6-Aug-18,Harun Belt house mahavir chwok chas Bokaro Steel city,md Harun Rashid,Rated 5 stars out of five stars,
2-Aug-18,        ,Arif Rasheed,Rated 5 stars out of five stars,
4-Aug-18,"After update, my blue dot was off by more than 5",Alexander Cornelio,Rated 2 stars out of five stars,
4-Aug-18,Timeline tracking is broken.,Chivorotkiv Yegres,Rated 1 stars out of five stars,
1-Aug-18,Really good location app. Sometimes takes you odd ways to get places. Besides that all around good app.,Matthew Simmons,Rated 4 stars out of five stars,
5-Aug-18,Unable to send location kindly fix it.,A Google user,Rated 3 stars out of five stars,
6-Aug-18,Nice but voice navigation in India does not works properly,Rashmi Saxena,Rated 4 stars out of five stars,
31-Jul-18,Very good service,Srinadh Reddy Mothe,Rated 5 stars out of five stars,6
7-Aug-18,"After update, this app is not working. Always show ""map is loading""",sparsh mishra,Rated 4 stars out of five stars,
4-Aug-18,I really want to appreciate the new nearby features being added to the maps in the form of a list.,Umair Malik,Rated 5 stars out of five stars,
6-Aug-18,Crashes after update!,A Google user,Rated 1 stars out of five stars,
2-Aug-18,cant connect to server.... always...,A Google user,Rated 1 stars out of five stars,
3-Aug-18,The App is smart to make road decision for you but I hope to know the reason.,Xiao Yu,Rated 3 stars out of five stars,
6-Aug-18,This app is awsome .but plz add urdu voice too in its navigation ...Thanku,Muqeet Sohail,Rated 4 stars out of five stars,
3-Aug-18,Today just one hour travel time the map shows 8 hours why.??,Jobin Kb,Rated 3 stars out of five stars,
31-Jul-18,Nice & useful app,swamy l,Rated 5 stars out of five stars,1
3-Aug-18,why cant I connect when I try using google street view,Muhammad Wicaksono,Rated 1 stars out of five stars,
1-Aug-18,"Having fewer accuracy, a new traveller never find out his front side with it.",Saikat Kushary,Rated 4 stars out of five stars,
3-Aug-18,"This app is awesome but pls add local buses name ,we don't always travel from AC bus!!!!!!",Aditya jaiswal,Rated 4 stars out of five stars,
31-Jul-18,#1 app in the whole world!,Robert Moore,Rated 5 stars out of five stars,2
7-Aug-18,It was very good until the last update...it doesn't find the routes anymore...please fix it!,Georgescu .Cristian,Rated 3 stars out of five stars,
1-Aug-18,Need the the ability to see road speed limit while driving could help that it notify you speed limit as you drive,Bright Ashaka,Rated 5 stars out of five stars,
2-Aug-18,Love it. I have a question though. Can I post screenshots of my time line on my website?,Caleb Schulz,Rated 5 stars out of five stars,
5-Aug-18,Thanks to Google Team for adding the option for bicycle routes.,Rares Stefan Calota,Rated 5 stars out of five stars,
4-Aug-18,Navigation never starts until I reach the destination,B. S. Kiran,Rated 1 stars out of five stars,
4-Aug-18,It keep on rerouting when we enter in a small town,suman gupta,Rated 3 stars out of five stars,
1-Aug-18,Should update Satellite photo every 6 month,Pu. Torchan,Rated 3 stars out of five stars,
3-Aug-18,Sir How to change my aerrow please solve it,Jitendra Kumar Niranjan,Rated 3 stars out of five stars,
1-Aug-18,MAKE IT STOP ADDING RANDOM DESTINATIONS FFS,Francesca D,Rated 1 stars out of five stars,
5-Aug-18,It is a good app. I almost take guide from it on my unknown areas journey. I find it the best.,muhammad tariq,Rated 5 stars out of five stars,
6-Aug-18,This app is really helpful when you're on a journey and you can use it offline to track your journey.,Pennywise the dancing clown,Rated 5 stars out of five stars,
2-Aug-18,Really good app. Easy to use. But it would nice to be able to route my own trip.,Kenneth Spilker,Rated 3 stars out of five stars,
1-Aug-18,It helps me to drive car on an unknown road.,A Google user,Rated 5 stars out of five stars,
5-Aug-18,App not reading directions through speakers. Other apps work so it is not a phone issue.,A Google user,Rated 1 stars out of five stars,
2-Aug-18,You send people all over hell and creation instead of to where they want to go.,A Google user,Rated 1 stars out of five stars,
1-Aug-18,Traveling and stopping places should automatically be updated,A Google user,Rated 4 stars out of five stars,1
1-Aug-18,It's a good app to move to the places of which you don't know the way.,Tilak K,Rated 4 stars out of five stars,
5-Aug-18,You are the best.. thank you Google maps.. my trip was great bacause of your accuracy,Sahar Hindi,Rated 5 stars out of five stars,
2-Aug-18,I think its very speshel app,Ali Imran,Rated 5 stars out of five stars,
7-Aug-18,My Location Is Rong Side Place,A Google user,Rated 1 stars out of five stars,
4-Aug-18,setelite image too older image not current,Md Mahtab,Rated 3 stars out of five stars,
2-Aug-18,I use this app daily. Love how it has bus times in the directions. Very useful!!,Amy Rockwood,Rated 5 stars out of five stars,
1-Aug-18,"The best, can't live without it, use it every time, easy and user friendly.",A Google user,Rated 5 stars out of five stars,
3-Aug-18,I am faceing a bug... I am in india but Google map is showing i am in Poland...,Siddharth Sah,Rated 2 stars out of five stars,
1-Aug-18,"After the update, the app. Does not open",Kaushal Kayal,Rated 1 stars out of five stars,
1-Aug-18,It good app.but some time mised street mape?pls resolve this problams,A Google user,Rated 5 stars out of five stars,
4-Aug-18,"Should be option for truck, lorry and campervan.",Jo M,Rated 2 stars out of five stars,
1-Aug-18,Superb Really Nice.... Wonderful,Master Book,Rated 5 stars out of five stars,2
7-Aug-18,I cant use my google map,Nur Shahirah Shaari,Rated 1 stars out of five stars,
5-Aug-18,Not accureate. Even difference of kms,vipindas v v,Rated 1 stars out of five stars,
4-Aug-18,"Everybody users this app, and because everyone else likes it, I like it as well!",A Google user,Rated 5 stars out of five stars,
2-Aug-18,My live locesion is not right,Krishna Jaiswal,Rated 1 stars out of five stars,
4-Aug-18,But why there're no info about transjakarta bus in Jakarta anymore??,Feby Anggra,Rated 3 stars out of five stars,
2-Aug-18,    ,Abdulmohsen Sh,Rated 1 stars out of five stars,
1-Aug-18,There is no word to say something,Mohd Anas Khan,Rated 5 stars out of five stars,
3-Aug-18,When I select directions on a location,A Google user,Rated 5 stars out of five stars,
4-Aug-18,This app should be update more.,Samuel Piue Lasir,Rated 5 stars out of five stars,
7-Aug-18,This app doesn't change the adress,A Google user,Rated 1 stars out of five stars,
2-Aug-18,"good, but slow response to show detailed place",A Google user,Rated 5 stars out of five stars,
31-Jul-18,Location fix on my home. Thanks.,William Schober,Rated 5 stars out of five stars,
6-Aug-18,This app helps me a lot.,A Google user,Rated 5 stars out of five stars,
6-Aug-18,It won't add the detection of the things I serch on Google. thanks,kristofer horning,Rated 1 stars out of five stars,
6-Aug-18,Eagerly waiting for the next update.,Manoj manoj kumar in kakinada 3year,Rated 4 stars out of five stars,
1-Aug-18,worst with every update,A Google user,Rated 2 stars out of five stars,1
5-Aug-18,Use it everyday can't beat it,Glenn Spinola,Rated 5 stars out of five stars,
3-Aug-18,Hi .. I need add option about airplane .. same car bus walking ......,saeed aflatoon,Rated 1 stars out of five stars,
2-Aug-18,Still the best mapping service.,Blooregard Skotch,Rated 3 stars out of five stars,1
6-Aug-18,   , ,Rated 1 stars out of five stars,
1-Aug-18,Go app for go anyway,Imran Ahsan,Rated 4 stars out of five stars,
2-Aug-18,Makes long places to live,A Google user,Rated 4 stars out of five stars,
6-Aug-18,It says the way from anywhere,Mohammed Ali,Rated 5 stars out of five stars,
4-Aug-18,   ,aby n,Rated 1 stars out of five stars,
3-Aug-18,Get rid of the thumbnail screen,Brian Voigt,Rated 2 stars out of five stars,
2-Aug-18,PLEASE UPDATE SATTELITE VIEW,NeuroToxin,Rated 3 stars out of five stars,
3-Aug-18,Maps not opening up,Mauvins Madhaghu,Rated 5 stars out of five stars,
7-Aug-18,Offline map is not working,Aamir Ahmed,Rated 3 stars out of five stars,
6-Aug-18,Very bad route,subhash singh patel,Rated 1 stars out of five stars,
3-Aug-18,Not work maps,A Google user,Rated 1 stars out of five stars,
5-Aug-18,Muito bom. Uso sempre,Seto Kaiba,Rated 5 stars out of five stars,
7-Aug-18,Many problems location,Ananda Mohakud,Rated 1 stars out of five stars,
6-Aug-18,I hate mapps,A Google user,Rated 1 stars out of five stars,
30-Jul-18,Good app It is very useful to direct into location shortly.,A Google user,Rated 5 stars out of five stars,
6-Aug-18,Very useful application. Google guys good works keep it up,utsav gajjar,Rated 5 stars out of five stars,
4-Aug-18,"Best for finding routes, i want an update such that it also show aeroplane routes",A Google user,Rated 4 stars out of five stars,
3-Aug-18,"Don't use this in Singapore, it does not show all available options, use Moovit",Vachagan Balayan,Rated 1 stars out of five stars,
3-Aug-18,So far so good.. need to show alternative route simultaneously to choose from ..,Ajit S Bajaj,Rated 4 stars out of five stars,
7-Aug-18,It's not showing Palestine why?,Fahad Khan,Rated 1 stars out of five stars,
31-Jul-18,Excellent tracking your route app that's incredibly easy to manuver.,Severend Price,Rated 5 stars out of five stars,
5-Aug-18,"App keeps closing, please fix. Otherwise it's awesome!",Julie Z,Rated 3 stars out of five stars,
5-Aug-18,This is one of the best app to going for trip and seen the whole world,Khalid Khan,Rated 5 stars out of five stars,
7-Aug-18,My location keeps on changing automatically moves from one place to another,Maynard rodrigues,Rated 1 stars out of five stars,
1-Aug-18,So cool app,charlie power,Rated 5 stars out of five stars,3
5-Aug-18,Google Map is second to the advent of the Internet in it's importance to the residents of this planet.,A Google user,Rated 5 stars out of five stars,
6-Aug-18,This app is not working for me. Would like to receive help.,nirav shukla,Rated 3 stars out of five stars,
1-Aug-18,Keeps getting better and better,A Google user,Rated 5 stars out of five stars,
7-Aug-18,This is great application and the maps of roads are very fast to see.,Dusmanta Behera,Rated 5 stars out of five stars,
6-Aug-18,There is a update every three days....,pema youzer,Rated 1 stars out of five stars,
6-Aug-18,Great travel app use it all the time when I'm on the road,A Google user,Rated 5 stars out of five stars,
2-Aug-18,I love it and it's much more faster and get you on time,A Google user,Rated 5 stars out of five stars,
31-Jul-18,Sometime app dosn' t find nearby places it confused,A Google user,Rated 3 stars out of five stars,
5-Aug-18,I use this a lot out on the road it's very helpful and easy to use,Sarah Lagos,Rated 4 stars out of five stars,
6-Aug-18,Very good,A Google user,Rated 5 stars out of five stars,1
1-Aug-18,Egyszeren a legjobb!,A Google user,Rated 5 stars out of five stars,
3-Aug-18,Good idea and good app. It's very useful. Thanks to developer.,A.R. Official,Rated 5 stars out of five stars,
2-Aug-18,Awesome to help any destination,Nishant Jain,Rated 4 stars out of five stars,1
1-Aug-18,"Great map apps, it helped me a lot, many thanks goo.gl",martin eran,Rated 5 stars out of five stars,
5-Aug-18,Plz add via option to see and reach destination independently,abdul wahab,Rated 5 stars out of five stars,
6-Aug-18,It is amasing! !!,michelle connors,Rated 5 stars out of five stars,
31-Jul-18,Improve the update of road,A Google user,Rated 4 stars out of five stars,1
6-Aug-18,Is not working,Kapil Mehta,Rated 1 stars out of five stars,
1-Aug-18,Add dark mode so my battery can last longer,GODLIKE99KINGZ,Rated 3 stars out of five stars,
4-Aug-18,Friendly and interactive app,Taiwo Otukoya,Rated 5 stars out of five stars,
2-Aug-18,Koli Patel Vijay,KoliPatel Vijay,Rated 5 stars out of five stars,
6-Aug-18,I like it this map,A Google user,Rated 5 stars out of five stars,
6-Aug-18,6like as right exeption,technical fun gallery,Rated 5 stars out of five stars,
4-Aug-18,Thank you apps,sk Alam,Rated 5 stars out of five stars,
6-Aug-18,Full around gps,A Google user,Rated 1 stars out of five stars,
3-Aug-18,All I use,Luis Molina,Rated 5 stars out of five stars,
7-Aug-18,Gua tersesat anjing,FANTASTIC Vidio,Rated 1 stars out of five stars,
2-Aug-18,Point are rong shoe,A Google user,Rated 1 stars out of five stars,
7-Aug-18,Bahut hi acha,A Google user,Rated 5 stars out of five stars,
6-Aug-18,"It's a good app, but need more improvements",TuHiN Saha,Rated 3 stars out of five stars,
4-Aug-18,I think it's the best app in the world there's no app like it,Coco M818,Rated 5 stars out of five stars,
1-Aug-18,Great job in adding motorcycle in mode of transportation option.,Jeeves,Rated 5 stars out of five stars,
1-Aug-18,Very good help,SHIVARAJU P,Rated 5 stars out of five stars,2
1-Aug-18,Very useful. Got me out of a lot of funny places.,Sx1011 Staticx,Rated 5 stars out of five stars,
1-Aug-18,Very nice app,Davor domitrovi,Rated 5 stars out of five stars,2
31-Jul-18,Best app never,A Google user,Rated 5 stars out of five stars,2
3-Aug-18,"last update no motorcycle route, I hate it",Papito Play Arena,Rated 2 stars out of five stars,
2-Aug-18,Plz don't update it It showing wrong direction,Arun Sujath,Rated 1 stars out of five stars,
31-Jul-18,I use it everyday. Best navigation app for me,Rick Sanchez,Rated 5 stars out of five stars,
5-Aug-18,thanks for this application.,A Google user,Rated 5 stars out of five stars,
4-Aug-18,It doesn't get construction alerts or detours. ,crmn o,Rated 3 stars out of five stars,
2-Aug-18,Wen I updated the Map Doesn't work properly..,SANTOSH SAHU,Rated 3 stars out of five stars,
1-Aug-18,It's very helpful for every body I know,Arlise Fletcher,Rated 5 stars out of five stars,
4-Aug-18,It's very helpful map so I like the map,sidhartha mishra,Rated 5 stars out of five stars,
3-Aug-18,Good time killer but too many adds,Khursheed Hasni,Rated 4 stars out of five stars,
5-Aug-18,Good help me everything in my driving time,A Google user,Rated 5 stars out of five stars,
31-Jul-18,Reliable and informative directions and amenities for your drive!,Ronnie Glass,Rated 5 stars out of five stars,
3-Aug-18,Update: it's actually awesome. my issue was with PiP,Alexander Ngugi,Rated 5 stars out of five stars,
1-Aug-18,"Foot wears, charitable trast, category are not available",A Google user,Rated 5 stars out of five stars,
1-Aug-18,Superb. Make my confidence to go anywhere anytime...,Dr.Paramita Chakrabarty,Rated 5 stars out of five stars,
5-Aug-18,I think old version is better than this,jee va,Rated 1 stars out of five stars,
2-Aug-18,"Show correct direction before entering the junction,",Sajeev sajive,Rated 5 stars out of five stars,
31-Jul-18,Great!,HR Lim,Rated 5 stars out of five stars,3
3-Aug-18,Loved to use this while I lost everything ,A Google user,Rated 5 stars out of five stars,
5-Aug-18,Map gog a big detour fix it asap,Lim Kelvin,Rated 1 stars out of five stars,
7-Aug-18,It's very good app. It's help everyone as a guide. It's best app.,Sandeep Yadav,Rated 5 stars out of five stars,
30-Jul-18,Helpful application,Jitender Sharma,Rated 3 stars out of five stars,6
1-Aug-18,This one app is very important in bglore,A Google user,Rated 5 stars out of five stars,
4-Aug-18,5 stars if it showed current speed,Dave Oswald,Rated 4 stars out of five stars,
6-Aug-18,This is perfect for tablets with no data!,Brian Mankin,Rated 5 stars out of five stars,
2-Aug-18,After update it can't work properly.,Jajnadatta Samal,Rated 2 stars out of five stars,
4-Aug-18,Why my timeline always pin me at different place???,KuiLian Chia,Rated 1 stars out of five stars,
1-Aug-18,I like it. Easy for me to use,Jacque Flowers,Rated 5 stars out of five stars,
3-Aug-18,It's a perfect appp i love app,A Google user,Rated 5 stars out of five stars,
1-Aug-18,Nice app l,vinod jonwal,Rated 5 stars out of five stars,1
1-Aug-18,Good GPS app,ramesh kumar,Rated 5 stars out of five stars,1
31-Jul-18,Nice one,A Google user,Rated 5 stars out of five stars,4
2-Aug-18,It is used to searching,A Google user,Rated 5 stars out of five stars,
1-Aug-18,gimme a tutorial,InternetHektor,Rated 3 stars out of five stars,1
1-Aug-18,Prafect map,A Google user,Rated 5 stars out of five stars,1
1-Aug-18,very good app from Google thank,Neelesh Jain,Rated 5 stars out of five stars,
3-Aug-18,I love this app very helpful,Pramod Shaw,Rated 5 stars out of five stars,
3-Aug-18,Good sarvis ok veri good,A Google user,Rated 5 stars out of five stars,
3-Aug-18,Xcellent and very use ful app,reddy28 reddy,Rated 5 stars out of five stars,
6-Aug-18,hang in logo,Mohammad Riansyah Nugroho,Rated 1 stars out of five stars,
7-Aug-18,sangat membantu,adji prasetia,Rated 5 stars out of five stars,
6-Aug-18,Gud app,Neyogeta Chandwani,Rated 5 stars out of five stars,
4-Aug-18,Satyveer Singh,A Google user,Rated 5 stars out of five stars,
5-Aug-18,Rahul ch,A Google user,Rated 5 stars out of five stars,
5-Aug-18,Very surprised,A Google user,Rated 5 stars out of five stars,
4-Aug-18,Why udpates,Ale Cookie,Rated 2 stars out of five stars,
3-Aug-18,Osam performance,A Google user,Rated 5 stars out of five stars,
31-Jul-18,Thank for help,A Google user,Rated 4 stars out of five stars,
2-Aug-18,Use full,Zeenat Fatma,Rated 4 stars out of five stars,
2-Aug-18, ,A Google user,Rated 5 stars out of five stars,
4-Aug-18,Navigattion is aufwul,Davit Alek,Rated 1 stars out of five stars,
3-Aug-18,Map is strucking,Pshashikanth Punera,Rated 1 stars out of five stars,
2-Aug-18,Goo d,A Google user,Rated 2 stars out of five stars,
7-Aug-18,I like it,olatunde mobolaji,Rated 4 stars out of five stars,
4-Aug-18, ,vinayak zende,Rated 4 stars out of five stars,
4-Aug-18,Krishan chaudhary,A Google user,Rated 4 stars out of five stars,
31-Jul-18,Great job!!! Easy to handle menu ! Accurate!,Panagiotis Skouloudakis,Rated 5 stars out of five stars,
2-Aug-18,No comment,A Google user,Rated 5 stars out of five stars,
7-Aug-18,Just ok,A Google user,Rated 2 stars out of five stars,
2-Aug-18,I love you google thanks for you,A Google user,Rated 5 stars out of five stars,
6-Aug-18,Best guiding app in the world.Thanks Google,Teshan Nawarathne,Rated 5 stars out of five stars,
5-Aug-18,No Doubt it's really Good.,sakyanshu sahu,Rated 5 stars out of five stars,
4-Aug-18,breakdown anytime,ashish malviya,Rated 1 stars out of five stars,
1-Aug-18,Not properly,A Google user,Rated 3 stars out of five stars,
1-Aug-18,Worst app,A Google user,Rated 1 stars out of five stars,
4-Aug-18,Make it more easy to use.,A Google user,Rated 3 stars out of five stars,
